model,sku,slug,color,image_url,release_date,release_date_year,discount_tag,box_condition,goat_url,model_sub_line,model_line,brand,description,story,prelude,ftb,gs,ps
Zoom Kobe 1 Protro 'Devin Booker' PE,AR4598 500,zoom-kobe-1-protro-devin-booker-pe-booker-pe,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/078/459/038/original/351488_00.png.png,2018-04-11,2018,,good_condition,https://www.goat.com/sneakers/zoom-kobe-1-protro-devin-booker-pe-booker-pe,Nike - Zoom Kobe 1 Protro,Nike - Zoom Kobe 1,Nike,Shop the Zoom Kobe 1 Protro 'Devin Booker' PE and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"NBA guard Devin Booker has been wearing Kobe Bryant silhouettes during his time with the Phoenix Suns. Receiving a special PE version of the Zoom Kobe 1 Protro, it features a Phoenix Suns’ inspired colorway with a purple patent leather upper and orange Swoosh. It also has an orange ‘1’ embroidered on the lateral heel and a ‘Suns’ tab on the tongue. The shoe was followed by the Kobe A.D. 'Devin Booker' PE later that month.",N,N,N,N
Zoom Kobe 5 TB 'Midnight Navy',407710 401,zoom-kobe-5-tb-midnight-navy-407710-401,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/016/313/222/original/407710_401.png.png,2010-06-01,2010,,,https://www.goat.com/sneakers/zoom-kobe-5-tb-midnight-navy-407710-401,Nike - Zoom Kobe 5,Nike - Zoom Kobe 5,Nike,Shop the Zoom Kobe 5 TB 'Midnight Navy' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe A.D. 'Royal Blue',AT3874 403,kobe-a-d-royal-blue-at3874-403,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/025/328/588/original/AT3874_403.png.png,,,,no_original_box,https://www.goat.com/sneakers/kobe-a-d-royal-blue-at3874-403,Nike - Kobe A.D.,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. 'Royal Blue' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 5 XDR 'Del Sol',386430 002,zoom-kobe-5-xdr-del-sol-386430-002,Black,https://image.goat.com/750/attachments/product_template_pictures/images/089/329/089/original/386430_002.png.png,2010-05-23,2010,,no_original_box,https://www.goat.com/sneakers/zoom-kobe-5-xdr-del-sol-386430-002,Nike - Zoom Kobe 5,Nike - Zoom Kobe 5,Nike,Shop the Zoom Kobe 5 XDR 'Del Sol' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 10 TB 'Court Purple',813030 501,kobe-10-tb-813030-501,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/011/202/299/original/813030_501.png.png,2015-11-01,2015,,missing_lid,https://www.goat.com/sneakers/kobe-10-tb-813030-501,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 TB 'Court Purple' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 10 TB 'Midnight Navy',813030 401,kobe-10-tb-813030-401,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/012/868/250/original/813030_401.png.png,2015-11-01,2015,,good_condition,https://www.goat.com/sneakers/kobe-10-tb-813030-401,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 TB 'Midnight Navy' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 1 GS 'White Shark',313167 111,zoom-kobe-1-gs-white-shark-313167-111,White,https://image.goat.com/750/attachments/product_template_pictures/images/085/865/814/original/313167_111.png.png,2007-07-01,2007,,good_condition,https://www.goat.com/sneakers/zoom-kobe-1-gs-white-shark-313167-111,Nike - Zoom Kobe 1,Nike - Zoom Kobe 1,Nike,Shop the Zoom Kobe 1 GS 'White Shark' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Crazy 1 Kobe 'Ice Blue' 2014,G99417,crazy-1-kobe-g99417,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/011/254/383/original/G99417.png.png,2014-04-18,2014,,good_condition,https://www.goat.com/sneakers/crazy-1-kobe-g99417,Adidas - Crazy 1 Kobe,Adidas - Crazy 1 Kobe,Adidas,Shop the Crazy 1 Kobe 'Ice Blue' 2014 and other curated styles from adidas on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 2 GS 'Carpe Diem',316066 001,zoom-kobe-2-gs-carpe-diem-316066-001,Black,https://image.goat.com/750/attachments/product_template_pictures/images/086/421/206/original/316066_001.png.png,2007-02-01,2007,,no_original_box,https://www.goat.com/sneakers/zoom-kobe-2-gs-carpe-diem-316066-001,Nike - Zoom Kobe 2,Nike - Zoom Kobe 2,Nike,Shop the Zoom Kobe 2 GS 'Carpe Diem' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Kobe 10 TB 'University Red',813030 602,kobe-10-tb-university-red-813030-602,Red,https://image.goat.com/750/attachments/product_template_pictures/images/086/635/897/original/813030_602.png.png,,,,no_original_box,https://www.goat.com/sneakers/kobe-10-tb-university-red-813030-602,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 TB 'University Red' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 6 XDR 'Lakers Home',436311 102,zoom-kobe-6-xdr-lakers-home-436311-102,White,https://image.goat.com/750/attachments/product_template_pictures/images/091/839/923/original/436311_102.png.png,2011-10-01,2011,,good_condition,https://www.goat.com/sneakers/zoom-kobe-6-xdr-lakers-home-436311-102,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 XDR 'Lakers Home' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 Elite Low 'UConn' PE,822675 676635 LN2,kobe-11-elite-low-uconn-pe-822675-676635-ln2,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/089/449/651/original/822675_676635_LN2.png.png,,,,no_original_box,https://www.goat.com/sneakers/kobe-11-elite-low-uconn-pe-822675-676635-ln2,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 Elite Low 'UConn' PE and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 9 EM XDR 'Pop Art',653972 500,kobe-9-em-xdr-pop-art-653972-500,Multi-Color,https://image.goat.com/750/attachments/product_template_pictures/images/087/123/538/original/653972_500.png.png,2014-05-17,2014,,good_condition,https://www.goat.com/sneakers/kobe-9-em-xdr-pop-art-653972-500,Nike - Kobe 9 EM,Nike - Kobe 9,Nike,Shop the Kobe 9 EM XDR 'Pop Art' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 2 'Fade To Black,869452 003,zoom-kobe-2-ftb-869452-003,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/078/711/201/original/45396_00.png.png,2016-03-25,2016,,good_condition,https://www.goat.com/sneakers/zoom-kobe-2-ftb-869452-003,Nike - Zoom Kobe 2,Nike - Zoom Kobe 2,Nike,Shop the Zoom Kobe 2 'Fade To Black and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Zoom Kobe 2 ‘FTB’ is drawn from the brand’s massive Fade to Black collection from 2016, celebrating Kobe Bryant’s final NBA season. The lineup features the entire line of Kobe Bryant’s Nike signature shoes, as well as the Huarache 2K4 and Hyperdunk ’08. In keeping with the collective color scheme that transitions from light to dark, this Zoom Kobe 2 showcases a monochromatic Light Bone finish on the shoe’s full leather build.",N,Y,N,N
Air Zoom Huarache 2K4 KB 'Kobe Laser',309957 111,air-zoom-huarache-2k4-kb-kobe-laser-309957-111,White,https://image.goat.com/750/attachments/product_template_pictures/images/051/086/041/original/21041_00.png.png,,,,good_condition,https://www.goat.com/sneakers/air-zoom-huarache-2k4-kb-kobe-laser-309957-111,Nike - Air Huarache 2k4,Nike - Air Huarache 2k4,Nike,Shop the Air Zoom Huarache 2K4 KB 'Kobe Laser' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Air Zoom Huarache 2K4 KB ‘Kobe Laser’ sneaker showcases a futuristic design in a White and Metallic Silver colorway. Paying homage to the NBA superstar that helped the Air Zoom Huarache 2K4 model gain popularity, the Kobe Laser features an abstract printed upper with the signature Huarache inner sleeve. Aesthetically, the basketball shoe adds metallic accents to the heel and toe.",N,N,N,N
Huarache 2K4 'Kobe Laser',309957 153,huarache-2k4-kobe-laser-309957-153,White,https://image.goat.com/750/attachments/product_template_pictures/images/000/027/708/original/309957_153.png.png,,,,no_original_box,https://www.goat.com/sneakers/huarache-2k4-kobe-laser-309957-153,Nike - Air Huarache 2k4,Nike - Air Huarache 2k4,Nike,Shop the Huarache 2K4 'Kobe Laser' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Released in 2007, The Huarache 2K4 'Kobe Laser' sneaker is covered in an allover graphic print accented with Kobe Bryant-inspired overlays and the Lakers' team colors. The high-top collar, Velcro ankle strap and cut-out ankle details provide stabilizing support as well as increased movement. Responsive Zoom Air cushioning and durable traction ride below.",N,N,N,N
Kobe 8 TB 'Court Purple',599520 500,kobe-8-system-tb-court-purple-599520-500,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/015/746/989/original/599520_500.png.png,2013-10-16,2013,,,https://www.goat.com/sneakers/kobe-8-system-tb-court-purple-599520-500,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 TB 'Court Purple' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 8 TB 'Game Royal',599520 402,kobe-8-tb-system-599520-402,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/006/200/266/original/599520_402.png.png,2013-10-16,2013,,,https://www.goat.com/sneakers/kobe-8-tb-system-599520-402,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 TB 'Game Royal' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 8 TB 'White Court Purple',599520 104,kobe-bryant-8-system-tb-599520-104,White,https://image.goat.com/750/attachments/product_template_pictures/images/008/123/389/original/599520_104.png.png,2013-10-16,2013,,,https://www.goat.com/sneakers/kobe-bryant-8-system-tb-599520-104,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 TB 'White Court Purple' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 8 'Shedding Skin' iD,653613 9XX,kobe-8-ss-id-653613-9xx,Multi-Color,https://image.goat.com/750/attachments/product_template_pictures/images/093/026/376/original/653613_9XX.png.png,2013-12-26,2013,,,https://www.goat.com/sneakers/kobe-8-ss-id-653613-9xx,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 'Shedding Skin' iD and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 8 Elite GC 'Superhero',586590 300,kobe-8-system-elite-gc-superhero-586590-300,Green,https://image.goat.com/750/attachments/product_template_pictures/images/093/026/371/original/586590_300.png.png,2013-04-27,2013,,,https://www.goat.com/sneakers/kobe-8-system-elite-gc-superhero-586590-300,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 Elite GC 'Superhero' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 4 Protro 'Black Mamba',FQ3544 001,zoom-kobe-4-protro-black-mamba-fq3544-001,Black,https://image.goat.com/750/attachments/product_template_pictures/images/093/274/350/original/FQ3544_001.png.png,2023-12-26,2023,,no_original_box,https://www.goat.com/sneakers/zoom-kobe-4-protro-black-mamba-fq3544-001,Nike - Zoom Kobe 4 Protro,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 Protro 'Black Mamba' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Zoom Kobe 4 Protro ‘Black Mamba’ sports a black nubuck upper with a scaly snakeskin texture throughout the collar, forefoot overlay and Swoosh. Kobe’s signature is scrawled in yellow on the lateral side of the TPU heel counter, delivering the shoe’s lone pop of color. Lightweight cushioning arrives via a matching black Phylon midsole, featuring a large-volume Zoom Air unit in forefoot for on-court responsiveness.",N,N,N,N
Kobe 8+ GC 'All Star - Extraterrestrial' Sport Pack,587580 800,kobe-8-system-gc-all-star-extraterrestrial-sport-pack-587580-800,Orange,https://image.goat.com/750/attachments/product_template_pictures/images/023/415/752/original/587580_800.png.png,2013-02-15,2013,,,https://www.goat.com/sneakers/kobe-8-system-gc-all-star-extraterrestrial-sport-pack-587580-800,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8+ GC 'All Star - Extraterrestrial' Sport Pack and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 8 GS 'Mine Grey',555586 003,kobe-8-gs-mine-grey-555586-003,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/000/491/245/original/555586_003.png.png,2013-11-30,2013,,,https://www.goat.com/sneakers/kobe-8-gs-mine-grey-555586-003,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 GS 'Mine Grey' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Kobe 8 GS 'Sulfur Electric',555586 001,kobe-8-gs-555586-001,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/036/564/original/555586_001.png.png,2012-12-20,2012,,,https://www.goat.com/sneakers/kobe-8-gs-555586-001,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 GS 'Sulfur Electric' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Kobe 8 GS 'Blue Coral Snake',555586 400,kobe-8-gs-duke-555586-400,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/000/036/567/original/555586_400.png.png,2013-02-23,2013,,,https://www.goat.com/sneakers/kobe-8-gs-duke-555586-400,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 GS 'Blue Coral Snake' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Kobe 11 Elite Low Flyknit iD,885006 XXX,kobe-11-elite-low-flyknit-id-885006-xxx,Multi-Color,https://image.goat.com/750/attachments/product_template_pictures/images/090/466/208/original/885006_XXX.png.png,2016-04-06,2016,,no_original_box,https://www.goat.com/sneakers/kobe-11-elite-low-flyknit-id-885006-xxx,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 Elite Low Flyknit iD and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 8 GS 'Baltic Blue',555586 401,kobe-8-system-orange-and-light-blue,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/009/897/751/original/555586_401.png.png,2013-05-15,2013,,,https://www.goat.com/sneakers/kobe-8-system-orange-and-light-blue,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 GS 'Baltic Blue' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Zoom Kobe 5 'Rice Home',386429 107,zoom-kobe-5-rice-386429-107,White,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/670/original/386429_107.png.png,2010-09-03,2010,,,https://www.goat.com/sneakers/zoom-kobe-5-rice-386429-107,Nike - Zoom Kobe 5,Nike - Zoom Kobe 5,Nike,Shop the Zoom Kobe 5 'Rice Home' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 8 'Year of the Snake' iD,603528 XXX,kobe-8-id-year-of-the-snake-603528-xxx,Multi-Color,https://image.goat.com/750/attachments/product_template_pictures/images/020/869/572/original/603528_XXX.png.png,2013-04-03,2013,,,https://www.goat.com/sneakers/kobe-8-id-year-of-the-snake-603528-xxx,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 'Year of the Snake' iD and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Air Jordan 9 Retro 'Kobe',302370 121,air-jordan-9-retro-kobe-302370-121,White,https://image.goat.com/750/attachments/product_template_pictures/images/078/080/931/original/78644_00.png.png,2016-11-19,2016,,good_condition,https://www.goat.com/sneakers/air-jordan-9-retro-kobe-302370-121,Jordan - Jordan 9,Jordan - Jordan 9,Jordan,Shop the Air Jordan 9 Retro 'Kobe' and other curated styles from Air Jordan on GOAT. Buyer protection guaranteed on all purchases.,"The Air Jordan 9 Retro ‘Kobe’ is inspired by the player exclusive model worn by Kobe Bryant during his period of sneaker free agency in the 2002-03 season. Released in November of 2016, the design features a white leather upper with concord patent leather overlays and tour yellow accents. The sneaker also replaces the original’s #8 with the Jordan Brand’s signature #23 on its heels.",N,N,N,N
Kobe 8 Protro 'Radiant Emerald',FQ3549 101,kobe-8-protro-radiant-emerald-fq3549-100,White,https://image.goat.com/750/attachments/product_template_pictures/images/095/149/895/original/FQ3549_101.png.png,2024-02-08,2024,,no_original_box,https://www.goat.com/sneakers/kobe-8-protro-radiant-emerald-fq3549-100,Nike - Zoom Kobe 8 Protro,Nike - Zoom Kobe 8,Nike,Shop the Kobe 8 Protro 'Radiant Emerald' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 6 TB 'Black',454142 011,zoom-kobe-6-tb-454142-011,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/387/941/original/454142_011.png,2011-07-01,2011,,,https://www.goat.com/sneakers/zoom-kobe-6-tb-454142-011,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 TB 'Black' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 5 TB 'Team Orange',407710 800,zoom-kobe-5-407710-800,Orange,https://image.goat.com/750/attachments/product_template_pictures/images/000/840/853/original/407710_800.png.png,2010-06-01,2010,,,https://www.goat.com/sneakers/zoom-kobe-5-407710-800,Nike - Zoom Kobe 5,Nike - Zoom Kobe 5,Nike,Shop the Zoom Kobe 5 TB 'Team Orange' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe A.D. Exodus TB 'Orange Blaze',AT3874 805,kobe-a-d-exodus-tb-orange-blaze-at3874-805,Orange,https://image.goat.com/750/attachments/product_template_pictures/images/051/896/176/original/AT3874_805.png.png,,,,no_original_box,https://www.goat.com/sneakers/kobe-a-d-exodus-tb-orange-blaze-at3874-805,Nike - Kobe A.D. Exodus,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. Exodus TB 'Orange Blaze' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 6 GS,429913 005,kobe-6-gs-429913-005,Black,https://image.goat.com/750/attachments/product_template_pictures/images/003/221/222/original/429913_005.png.png,,,,,https://www.goat.com/sneakers/kobe-6-gs-429913-005,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 GS and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"This Nike Zoom Kobe 6 GS debuted in 2011 with a colorway of black, Metallic Silver, Concord and white. Sized for kids and designed by Eric Avar, its look was inspired by Kobe Bryant's nickname, 'The Black Mamba.' This is seen on the majority of the upper with its snakeskin-like upper and the front of the outsole, where the word 'VENOMENON' is displayed. A white midsole provides contrast, while Concord and black return for the outsole with its 'Sheath' branding.",N,N,Y,N
Zoom Kobe 6 TB 'Midnight Navy',454142 401,nike-zoom-kobe-6-navy-white,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/054/873/497/original/28585_00.png.png,2011-07-01,2011,,,https://www.goat.com/sneakers/nike-zoom-kobe-6-navy-white,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 TB 'Midnight Navy' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Zoom Kobe 6 TB is a part of Nike's Team Bank collection that comes in Midnight Navy, white and Metallic Silver. Released in 2011 and designed by Eric Avar, a reference to Kobe's 'Black Mamba' nickname is present in the form of a snakeskin effect on the upper. On the blue insole is 'KB' and 'I WANT A SHOE' on the left foot with '24' and 'THAT MOLDS TO MY FOOT' on the right foot. White coats the Nike Swoosh, the midsole and the outsole with its Nike Zoom units in the heel and forefoot.",N,N,N,N
Zoom Kobe 6 GS 'Black Varsity Red',429913 002,zoom-kobe-6-gs-429913-002,Black,https://image.goat.com/750/attachments/product_template_pictures/images/020/214/760/original/429913_002.png.png,,,,,https://www.goat.com/sneakers/zoom-kobe-6-gs-429913-002,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 GS 'Black Varsity Red' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Zoom Kobe 6 GS 'East LA',429913 400,kobe-6-gs-east-429913-400,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/000/033/019/original/429913_400.png.png,,,,,https://www.goat.com/sneakers/kobe-6-gs-east-429913-400,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 GS 'East LA' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Released in January 2011, the Nike Zoom Kobe 6 GS 'East LA' comes decorated in a Drenched Blue, Metallic Silver and Sport Red colorway. This kids' shoe features 'The Sheath' logo on the tongue and the Zoom Kobe 6's snakeskin design—a nod to Kobe's 'Black Mamba' nickname—with hints of the East LA skyline on the upper. Bryant's signature resides on the heel with a translucent outsole completing the model.",N,N,Y,N
Zoom Kobe 6 'Gorge Green',429659 009,zoom-kobe-6-429659-009,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/054/436/338/original/92703_00.png.png,2011-08-25,2011,,,https://www.goat.com/sneakers/zoom-kobe-6-429659-009,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 'Gorge Green' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 6 GS 'White Spark',429913 101,zoom-kobe-6-gs-white-spark-429913-101,White,https://image.goat.com/750/attachments/product_template_pictures/images/024/366/541/original/429913_101.png.png,,,,,https://www.goat.com/sneakers/zoom-kobe-6-gs-white-spark-429913-101,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 GS 'White Spark' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Zoom Kobe Venomenon 4 XDR,630916 603,red-kobe-venomenon,Red,https://image.goat.com/750/attachments/product_template_pictures/images/000/082/986/original/630916_603.png.png,,,,,https://www.goat.com/sneakers/red-kobe-venomenon,Nike - Zoom Kobe Venomenon 4,Nike - Zoom Kobe Venomenon 4,Nike,Shop the Zoom Kobe Venomenon 4 XDR and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 6 TB 'Gorge Green',454142 300,zoom-kobe-6-tb-george-green-454142-300,Green,https://image.goat.com/750/attachments/product_template_pictures/images/000/423/358/original/454142_300.png,2011-07-01,2011,,,https://www.goat.com/sneakers/zoom-kobe-6-tb-george-green-454142-300,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 TB 'Gorge Green' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Nike Zoom Kobe 6 TB 'Gorge Green' provides Kobe Bryant's sixth signature sneaker with a Team Bank colorway of Gorge Green, white and Metallic Silver. This shoe stays true to the original Zoom Kobe 6, which was designed by Eric Avar and released during the 2010–11 NBA season. Much of the premium upper is covered in green with a snakeskin-like design, a tribute to the Black Mamba. White takes over the Nike Swoosh, heel counter and midsole, which includes a pair of Nike Zoom units to promote cushioning and responsiveness.",N,N,N,N
Kobe 11 TB 'White Teal',856485 131,kobe-11-em-tb-white-teal-856485-131,White,https://image.goat.com/750/attachments/product_template_pictures/images/056/620/797/original/856485_131.png.png,2016-10-01,2016,,,https://www.goat.com/sneakers/kobe-11-em-tb-white-teal-856485-131,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'White Teal' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 TB 'Team Gold',856485 701,kobe-11-tb-promo-856485-701,Gold,https://image.goat.com/750/attachments/product_template_pictures/images/007/283/036/original/856485_701.png.png,2016-10-01,2016,,,https://www.goat.com/sneakers/kobe-11-tb-promo-856485-701,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'Team Gold' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 11 TB 'Desert Orange',856485 882,kobe-11-em-tb-texas-longhorns-856485-882,Orange,https://image.goat.com/750/attachments/product_template_pictures/images/018/982/501/original/856485_882.png.png,2016-10-01,2016,,,https://www.goat.com/sneakers/kobe-11-em-tb-texas-longhorns-856485-882,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 TB 'Desert Orange' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 3 'Lakers',318090 072,zoom-kobe-3-318090-072,Silver,https://image.goat.com/750/attachments/product_template_pictures/images/084/178/311/original/21774_00.png.png,2008-08-12,2008,,,https://www.goat.com/sneakers/zoom-kobe-3-318090-072,Nike - Zoom Kobe 3,Nike - Zoom Kobe 3,Nike,Shop the Zoom Kobe 3 'Lakers' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The ‘China’ edition of Kobe Bryant’s third signature shoe with Nike appears in the Los Angeles Lakers team colors, incorporating a high-top design that creates a sock-like fit. The metallic silver exterior cage stands out against the white base, while Canyon Gold and Varsity Purple complete the team look. Originally releasing in 2007, the shoe was only available at that season’s Kobe Event at the House of Hoops.",N,N,N,N
Kobe 9 Elite XDR 'Details',641714 004,kobe-9-elite-xdr-details-641714-004,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/086/376/869/original/641714_004.png.png,2014-03-22,2014,,good_condition,https://www.goat.com/sneakers/kobe-9-elite-xdr-details-641714-004,Nike - Kobe 9 Hi,Nike - Kobe 9,Nike,Shop the Kobe 9 Elite XDR 'Details' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 10 GS 'Hero',726067 500,kobe-10-gs-hero-726067-500,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/000/077/679/original/726067_500.png,2015-11-10,2015,,,https://www.goat.com/sneakers/kobe-10-gs-hero-726067-500,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 GS 'Hero' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Inspired by the superheroes that Kobe Bryant used to watch on TV growing up, this iteration of the Kobe 10 channels the energy portrayed by those heroic characters. The shoe’s Engineered Mesh application on the upper sports a static electricity pattern throughout the purple and orange gradient, while the midsole integrates a Lunarlon cushioning system with a Zoom Air unit.",N,N,Y,N
Kobe A.D. NXT PE 'University Gold',882049 777471 LN2,kobe-a-d-nxt-pe-university-gold-882049-777471-ln2,White,https://image.goat.com/750/attachments/product_template_pictures/images/022/119/655/original/882049_777471_LN2.png.png,,,,,https://www.goat.com/sneakers/kobe-a-d-nxt-pe-university-gold-882049-777471-ln2,Nike - Kobe A.D. NXT 360,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. NXT PE 'University Gold' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
